JAIL ID,ARREST DT,charges,warrants_filed_by,RACE,SEX,RELEASE DT,ARREST YEAR,days_served
244836,2009-07-31 00:00:00,"[DEFECTIVE EQUIPMENT, STOP SIGN- RUNNING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2009-07-31,2009,0.0
244845,2014-07-18 00:00:00,"[FAILURE TO MNTN FINAN RESP, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",W,M,2014-07-18,2014,0.0
245018,2006-07-14 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD]",W,F,2006-07-19,2006,5.0
245089,2014-12-19 00:00:00,"[FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD]",W,M,2014-12-23,2014,4.0
245206,2009-11-23 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD]",B,F,2009-11-24,2009,1.0
245206,2011-01-10 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",B,F,2011-01-19,2011,9.0
245207,2013-12-04 00:00:00,"[TRAF OFF-NO CHILD RESTRAINT, TRAF OFF-NO CHILD RESTRAINT, TRAF OFF-NO CHILD RESTRAINT, TRAF OFF-NO CHILD RESTRAINT, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2013-12-08,2013,4.0
245380,2009-08-15 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-NO MVI STICKER]","[PAPD, PAPD]",W,M,2009-08-18,2009,3.0
245452,2006-02-05 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD]",W,M,2006-02-05,2006,0.0
245467,2011-02-20 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD]",B,M,2011-02-25,2011,5.0
245532,2008-05-11 00:00:00,"[NO LIABILITY INSURANCE, TRAF OFF-MOVING-NO SEATBELT, VEH-LICENSE PLATE OFFENSE, DRIVING-EXPIRED LIC. PLATE, DRIVING-EXP MVI STICKER, FAILURE TO SIGNAL, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2008-05-11,2008,0.0
245640,2006-02-18 00:00:00,[DRIVING-NO MVI STICKER],[PAPD],B,F,2006-02-18,2006,0.0
245693,2011-01-05 00:00:00,[SPEED-FAILURE TO CONTROL],[PAPD],W,M,2011-01-07,2011,2.0
245747,2007-09-29 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, STOP LIGHT- RUNNING, NO LIABILITY INSURANCE, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2007-09-29,2007,0.0
245747,2009-03-01 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-WHILE LIC INVALID, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2009-03-01,2009,0.0
245747,2010-02-17 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, VEH-LICENSE PLATE OFFENSE, STOP LIGHT- RUNNING, FAILURE TO MNTN FINAN RESP, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2010-02-17,2010,0.0
245747,2010-11-03 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2010-11-03,2010,0.0
245747,2012-01-06 00:00:00,"[DRIVING-EXP MVI STICKER, FAILURE TO MNTN FINAN RESP, STOP LIGHT- RUNNING, TRAFFIC OFFENSE]","[PAPD, PAPD, PAPD, PAPD]",W,M,2012-01-07,2012,1.0
245874,2015-04-03 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2015-04-04,2015,1.0
245899,2005-12-18 00:00:00,"[TRAF OFF-MOVING-NO SEATBELT, DRIVING-EXPIRED LIC. PLATE, VEH-LICENSE PLATE OFFENSE, DRIVING-NO DRIVERS LICENSE, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2005-12-25,2005,7.0
245909,2014-11-15 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2014-12-03,2014,18.0
245985,2007-08-12 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEED-UNSAFE]","[PAPD, PAPD, PAPD]",W,M,2007-08-12,2007,0.0
246015,2010-08-14 00:00:00,"[STOP SIGN- RUNNING, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, SPEED-FAILURE TO CONTROL, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2010-08-23,2010,9.0
246026,2010-11-15 00:00:00,"[SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD]",W,M,2010-11-15,2010,0.0
246033,2006-01-22 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],W,M,2006-01-22,2006,0.0
246046,2010-06-14 00:00:00,"[DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, STOP SIGN- RUNNING]","[PAPD, PAPD, PAPD]",B,M,2010-06-21,2010,7.0
246129,2009-11-25 00:00:00,"[DRIVING-NO MVI STICKER, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, DRIVING-WHILE LIC INVALID, DEFECTIVE EQUIPMENT, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, DRIVING-NO DRIVERS LICENSE, DEFECTIVE EQUIPMENT, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-11-30,2009,5.0
246129,2012-09-29 00:00:00,"[FAILURE TO APPEAR, DEFECTIVE EQUIPMENT, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO MNTN FINAN RESP, DEFECTIVE EQUIPMENT, DRIVING-WHILE LIC INVALID, TRAF OFF-NO CHILD RESTRAINT, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2012-10-29,2012,30.0
246137,2008-09-11 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],W,M,2008-09-11,2008,0.0
246154,2010-02-19 00:00:00,[STOP SIGN- RUNNING],[PAPD],W,M,2010-02-22,2010,3.0
246191,2005-07-04 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD]",W,M,2005-07-04,2005,0.0
246192,2010-01-10 00:00:00,"[DRIVING-WHILE LIC INVALID, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR, SPEEDING]","[PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2010-01-10,2010,0.0
246201,2012-12-02 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],W,M,2012-12-06,2012,4.0
246219,2013-10-30 00:00:00,"[TRAFFIC OFFENSE-MOVING, SPEEDING, TRAFFIC OFFENSE-MOVING, TRAFFIC OFFENSE-MOVING]","[PAPD, PAPD, PAPD, PAPD]",B,F,2013-10-30,2013,0.0
246277,2006-01-23 00:00:00,[SPEEDING],[PAPD],W,M,2006-01-24,2006,1.0
246277,2006-04-08 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD]",W,M,2006-04-08,2006,0.0
246277,2006-09-25 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD]",W,M,2006-10-01,2006,6.0
246290,2010-02-27 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD]",B,M,2010-03-03,2010,4.0
246308,2007-06-14 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],W,F,2007-06-14,2007,0.0
246495,2005-11-06 00:00:00,"[NO LIABILITY INSURANCE, DRIVING-NO DRIVERS LICENSE, DRIVING-NO LICENSE PLATES]","[PAPD, PAPD, PAPD]",B,M,2005-11-06,2005,0.0
246495,2010-11-27 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE, FAILURE TO SIGNAL, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2010-12-01,2010,4.0
246495,2011-05-14 00:00:00,"[FAILURE TO MNTN FINAN RESP, STOP SIGN- RUNNING]","[PAPD, PAPD]",B,M,2011-05-19,2011,5.0
246524,2005-03-03 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],B,M,2005-03-04,2005,1.0
246535,2008-10-12 00:00:00,"[DRIVING-WHILE LIC EXPIRED, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,F,2008-10-12,2008,0.0
246550,2014-06-05 00:00:00,[SPEEDING],[PAPD],W,F,2014-06-09,2014,4.0
246586,2008-12-23 00:00:00,"[DRIVING-NO DRIVERS LICENSE, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,F,2008-12-23,2008,0.0
246586,2010-06-12 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],B,F,2010-06-12,2010,0.0
246611,2005-06-19 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, SPEEDING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2005-06-19,2005,0.0
246656,2011-12-01 00:00:00,"[TRAF OFF-MOVING-NO SEATBELT, DRIVING-WHILE LIC EXPIRED, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2011-12-01,2011,0.0
246663,2005-01-31 00:00:00,"[FAILURE TO APPEAR, TRAFFIC OFFENSE-NON MOVING, SPEEDING, DRIVING-WHILE LIC EXPIRED, SPEED-FAILURE TO CONTROL]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2005-01-31,2005,0.0
246663,2011-03-26 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,M,2011-03-27,2011,1.0
246749,2008-10-25 00:00:00,"[FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR, STOP SIGN- RUNNING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,F,2008-10-25,2008,0.0
246810,2013-02-12 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, DRIVING-NO DRIVERS LICENSE, SPEED-FAILURE TO CONTROL, NO LIABILITY INSURANCE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,F,2013-02-12,2013,0.0
246871,2006-03-05 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD]",W,F,2006-03-10,2006,5.0
246994,2007-07-29 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD]",W,F,2007-07-31,2007,2.0
246994,2015-09-03 00:00:00,"[FAILURE TO APPEAR, SPEED-FAILURE TO CONTROL]","[PAPD, PAPD]",W,F,2015-09-07,2015,4.0
247027,2008-02-07 00:00:00,"[FAILURE TO APPEAR, WRONG SIDE ROAD-NOT PASSING]","[PAPD, PAPD]",B,F,2008-02-07,2008,0.0
247027,2008-03-11 00:00:00,"[FAILURE TO APPEAR, CONTEMPT OF COURT, WRONG SIDE ROAD-NOT PASSING]","[PAPD, PAPD, PAPD]",B,F,2008-03-11,2008,0.0
247027,2010-11-09 00:00:00,"[DRIVING-WHILE LIC INVALID, SPEED-FAILURE TO CONTROL, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO MVI STICKER, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2010-11-22,2010,13.0
247187,2006-02-20 00:00:00,"[FAILURE TO APPEAR, NO LIABILITY INSURANCE]","[PAPD, PAPD]",B,M,2006-02-20,2006,0.0
247264,2010-02-23 00:00:00,"[SPEEDING, SPEEDING]","[PAPD, PAPD]",B,F,2010-02-23,2010,0.0
247273,2009-11-29 00:00:00,"[DRIVING-WHILE LIC INVALID, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2009-11-29,2009,0.0
247379,2014-04-18 00:00:00,"[STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2014-04-18,2014,0.0
247423,2009-01-06 00:00:00,"[DRIVING-WHILE LIC INVALID, FAILURE TO YIELD R.O.W., FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,M,2009-01-09,2009,3.0
247424,2007-04-06 00:00:00,[DRIVING-WHILE LIC INVALID],[PAPD],B,M,2007-04-06,2007,0.0
247424,2013-04-13 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO YIELD R.O.W.]","[PAPD, PAPD]",B,M,2013-04-13,2013,0.0
247466,2005-04-16 00:00:00,[TRAFFIC OFFENSE-MOVING],[PAPD],B,M,2005-04-16,2005,0.0
247489,2013-06-26 00:00:00,[SPEEDING],[PAPD],W,F,2013-06-28,2013,2.0
247543,2014-09-22 00:00:00,"[TRAF OFF-NO CHILD RESTRAINT, DRIVING-NO MVI STICKER]","[PAPD, PAPD]",B,M,2014-09-24,2014,2.0
247590,2006-09-22 00:00:00,"[FAILURE TO APPEAR, STOP LIGHT- RUNNING, FAILURE TO APPEAR, FAILURE TO APPEAR, SPEED-FAILURE TO CONTROL, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2006-09-22,2006,0.0
247595,2008-08-13 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-WHILE LIC INVALID]","[PAPD, PAPD]",B,F,2008-08-15,2008,2.0
247595,2009-02-01 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2009-02-10,2009,9.0
247595,2011-05-11 00:00:00,"[DRIVING-NO MVI STICKER, TRAF OFF-MOVING-NO SEATBELT, SPEEDING]","[PAPD, PAPD, PAPD]",B,F,2011-05-17,2011,6.0
247595,2011-08-26 00:00:00,"[SPEEDING, DRIVING-D.L. VIOLATION]","[PAPD, PAPD]",B,F,2011-08-31,2011,5.0
247749,2013-05-06 00:00:00,"[TRAFFIC OFFENSE-MOVING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2013-05-07,2013,1.0
247762,2008-03-29 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",B,M,2008-03-30,2008,1.0
247777,2005-04-30 00:00:00,[SPEEDING],[PAPD],B,M,2005-05-04,2005,4.0
247838,2009-11-20 00:00:00,"[FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD]",W,M,2009-11-23,2009,3.0
247938,2014-08-19 00:00:00,"[FAILURE TO APPEAR, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2014-08-24,2014,5.0
247951,2009-04-11 00:00:00,"[FAILURE TO APPEAR, SPEEDING, SPEEDING, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, TRAFFIC OFFENSE, FAILURE TO APPEAR, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-04-17,2009,6.0
248037,2014-04-25 00:00:00,[DRIVING-EXPIRED LIC. PLATE],[PAPD],W,M,2014-04-27,2014,2.0
248099,2010-08-18 00:00:00,[STOP SIGN- RUNNING],[PAPD],W,M,2010-08-18,2010,0.0
248099,2012-01-13 00:00:00,[SPEEDING],[PAPD],W,M,2012-01-13,2012,0.0
248160,2009-11-05 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2009-11-07,2009,2.0
248434,2008-11-14 00:00:00,"[DRIVING-NO MVI STICKER, FAILURE TO APPEAR]","[PAPD, PAPD]",B,M,2008-11-14,2008,0.0
248434,2009-11-28 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO MVI STICKER]","[PAPD, PAPD]",B,M,2009-11-29,2009,1.0
248434,2013-12-15 00:00:00,"[SPEEDING, FAILURE TO APPEAR, STOP LIGHT- RUNNING]","[PAPD, PAPD, PAPD]",B,M,2013-12-15,2013,0.0
248550,2010-10-08 00:00:00,[VEH-LICENSE PLATE OFFENSE],[PAPD],W,M,2010-10-08,2010,0.0
248550,2011-09-08 00:00:00,"[FAILURE TO APPEAR, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",W,M,2011-09-08,2011,0.0
248776,2011-07-20 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAF OFF-MOVING-NO SEATBELT, DRIVING-WHILE LIC INVALID, DEFECTIVE EQUIPMENT, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2011-08-02,2011,13.0
248808,2009-05-02 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2009-05-02,2009,0.0
248880,2007-04-04 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],W,M,2007-04-04,2007,0.0
248880,2008-10-19 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],W,M,2008-10-20,2008,1.0
248885,2009-04-03 00:00:00,"[DEFECTIVE EQUIPMENT, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2009-04-04,2009,1.0
248962,2005-05-25 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,F,2005-05-25,2005,0.0
248962,2009-05-04 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-NO CHILD RESTRAINT, SPEEDING]","[PAPD, PAPD, PAPD]",B,F,2009-05-04,2009,0.0
248967,2012-04-19 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2012-04-24,2012,5.0
248967,2014-11-19 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2014-11-25,2014,6.0
248967,2015-06-22 00:00:00,"[DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD]",B,M,2015-06-26,2015,4.0
249061,2005-06-16 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DEFECTIVE EQUIPMENT, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD, PAPD]",B,M,2005-06-20,2005,4.0
249063,2014-01-14 00:00:00,"[TRAF OFF-NO CHILD RESTRAINT, STOP SIGN- RUNNING, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2014-01-16,2014,2.0
249131,2009-04-10 00:00:00,"[STOP SIGN- RUNNING, TRAFFIC IN CHILDREN U/15 YR, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2009-04-15,2009,5.0
249131,2011-03-23 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, VEH-LICENSE PLATE OFFENSE]","[PAPD, PAPD, PAPD]",B,M,2011-03-30,2011,7.0
249131,2014-09-07 00:00:00,"[FAILURE TO MNTN FINAN RESP, VEH-LICENSE PLATE OFFENSE]","[PAPD, PAPD]",B,M,2014-09-09,2014,2.0
249189,2006-03-02 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD]",B,M,2006-03-03,2006,1.0
249189,2007-08-28 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, STOP SIGN- RUNNING, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2007-09-08,2007,11.0
249239,2005-07-29 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,F,2005-08-06,2005,8.0
249239,2012-10-11 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",B,F,2012-10-15,2012,4.0
249276,2010-10-22 00:00:00,"[DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD]",B,M,2010-10-29,2010,7.0
249282,2006-06-23 00:00:00,[DRIVING-WHILE LIC EXPIRED],[PAPD],W,M,2006-06-23,2006,0.0
249282,2006-09-29 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC EXPIRED]","[PAPD, PAPD]",W,M,2006-09-29,2006,0.0
249282,2006-10-03 00:00:00,[DRIVING-FICTITIOUS PLATES],[PAPD],W,M,2006-10-05,2006,2.0
249312,2006-11-12 00:00:00,"[FAILURE TO APPEAR, SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO MVI STICKER]","[PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2006-11-12,2006,0.0
249341,2014-06-18 00:00:00,[SPEEDING],[PAPD],W,M,2014-06-18,2014,0.0
249423,2007-12-06 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD]",B,M,2007-12-06,2007,0.0
249428,2009-08-07 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2009-08-07,2009,0.0
249432,2006-02-21 00:00:00,"[FAILURE TO APPEAR, TRAFFIC OFFENSE-MOVING]","[PAPD, PAPD]",B,M,2006-02-21,2006,0.0
249432,2007-01-29 00:00:00,"[FAILURE TO APPEAR, TRAFFIC OFFENSE]","[PAPD, PAPD]",B,M,2007-02-01,2007,3.0
249432,2008-04-15 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD]",B,M,2008-04-15,2008,0.0
249432,2009-04-20 00:00:00,"[SPEEDING, FAILURE TO MNTN FINAN RESP, DRIVING-WHILE LIC INVALID, VEH-LICENSE PLATE OFFENSE, TRAF OFF-NO CHILD RESTRAINT, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-04-20,2009,0.0
249432,2010-01-03 00:00:00,"[TRAF OFF-NO CHILD RESTRAINT, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-01-08,2010,5.0
249432,2010-01-31 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, TRAF OFF-NO CHILD RESTRAINT, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-02-02,2010,2.0
249432,2010-06-21 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, TRAF OFF-NO CHILD RESTRAINT, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-07-21,2010,30.0
249432,2013-05-02 00:00:00,"[DRIVING-WHILE LIC INVALID, NO LIABILITY INSURANCE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2013-05-08,2013,6.0
